	domain	phylum	class	order	family	genus	species
SGB36663	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__WCHB1-69	g__UBA1756	s__UBA1756 sp900321845
SGB1644	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella copri_A
SGB9260	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Parasutterella	s__Parasutterella gallistercoris
SGB19749	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Nanosyncoccaceae	g__UBA2834	s__UBA2834 sp004561445
SGB1615	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella hominis
SGB1705	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp002300055
SGB7050	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus amylovorus
SGB1437	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__UBA4372	s__UBA4372 sp900543815
SGB1653	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900767615
SGB17279	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium globosum
SGB4365	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-177	s__CAG-177 sp003538135
SGB1626	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella copri
SGB40530	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp902797505
SGB1657	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp000436915
SGB4047	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalibaculum	s__Faecalibaculum rodentium
SGB5763_group	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A succinatutens
SGB1813	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola sartorii
SGB1614	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp000436035
SGB13974	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__CAG-917	g__CAG-475	unclassified__g__CAG-475
SGB2214	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp000432655
SGB1606	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp002251295
SGB1636	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900546535
SGB36345	d__Bacteria	p__Fibrobacterota	c__Fibrobacteria	o__Fibrobacterales	f__Fibrobacteraceae	g__Fibrobacter	s__Fibrobacter sp900313675
SGB1673	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900552515
SGB37439	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Saccharofermentanales	f__Saccharofermentanaceae	g__Firm-16	s__Firm-16 sp002368805
SGB1638	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900544825
SGB2076	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-873	s__CAG-873 sp001701165
SGB42251	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dubosiella	s__Dubosiella sp910585105
SGB40379	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__UBA1179	s__UBA1179 sp902782245
SGB15285	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger sp004555405
SGB1662	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella pectinovora
SGB14012	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__UBA4636	s__UBA4636 sp900764595
SGB41084	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Saccharofermentanales	f__Saccharofermentanaceae	g__Saccharofermentans	s__Saccharofermentans sp015069205
SGB1677	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp002265625
SGB15014	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900549495
SGB1488	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900548195
SGB2215	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp900541925
SGB17826	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__F082	g__Limimorpha	s__Limimorpha sp900542475
SGB15374	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Ventricola	s__Ventricola sp900542395
SGB1680	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp000434975
SGB1928	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides sp900549585
SGB4837	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A wexlerae
SGB41078	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Saccharofermentanales	f__Saccharofermentanaceae	g__Saccharofermentans	s__Saccharofermentans sp902775565
SGB1370	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__RF16	s__RF16 sp900556095
SGB36949	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_Q	s__Eubacterium_Q sp002349225
SGB1663	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900548745
SGB1679	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella stercorea
SGB2238	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp000435075
SGB1672	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900546575
SGB4198	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminiclostridium_E	s__Ruminiclostridium_E siraeum
SGB5752	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A sp900551335
SGB47535	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA2868	s__UBA2868 sp004552595
SGB4771	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdisoma	s__Merdisoma sp900553635
SGB1664	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900557405
